category,videoId,title,keywords,thumbnail,description
자취방구하기,uhzPk_jvWRc,"부동산계약 원룸 구할때 주의사항 A to Z 알아보기 (원룸 구하기 팁, 원룸 계약시 주의사항, 등기부등본 보는 법)","['등기부등본', '월세계약', '전세자금대출', '원룸 계약시 주의사항', '원룸 구할때', '원룸 구하기 팁', '등기부등본 보는법', '자취방구할때', '허위매물', '보증금 지키기', '보증금 지키는 방법', '안선생', '대학생 자취', '자취방', '자취러의삶', '서울자취', '전세 계약시 주의사항', '원룸구하기']",https://i.ytimg.com/vi/uhzPk_jvWRc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCfTO_oMHvR0PdNbSkvZe5LeAsG3g,"부동산계약 한번도 안해본 부린이들 원룸 구할 때, 원룸 구하기 팁, 원룸 계약시 주의사항, 등기부등본 보는 법 알아보기에 대한 영상을 찍어봤어용😘

1:16 오피스텔을 구하려면 어떤 부동산을 가야하나?
1:35 동네에서는 어느 부동산을 가야하나?
2:59 두번째 부동산 계약할 때 썰
5:20 부동산 중개인과 기싸움?
7:00 복비 할인받는방법???
7:40 중개인을 대하는 태도
9:00 집보러다닐 때, 체크리스트 준비하기
10:50 일반이사말고 원룸에서 체크해야 할 것
12:02 전세자금대출 개론
15:15 계약이 진행되는 과정
16:00 가계약하기 전에 조율해야할 것
17:15 계약기간은 1년으로 하세요
17:42 가계약금은 얼마?
18:18 복비는 얼마내야하나요?
19:30 보증금을 못받는 경우는?
19:56 최우선변제권이란?
21:19 보증금이 안전한 건물인지 확인하는 방법
22:55 등기부등본 확인하는 방법 예시
26:08 원룸이사에 이사업체를 부르나요?
26:35 용달 견적 비교하는 방법
28:15 입주 후 가장 먼저 할일은?
28:59 끝날때까지 끝난게 아니다 보증금 지키기 위한 마무리 단계
-------------------------------------------------------------------------------------------------------
여러분!! 영상에서 언급했던 용달보다 더더 저렴한 용달을 알게돼 추가로 적어둡니다.
https://apps.apple.com/kr/app/%EA%B3%A0%EA%B3%A0%EC%97%91%EC%8A%A4-gogox-%EC%9A%A9%EB%8B%AC-%ED%99%94%EB%AC%BC-%ED%80%B5%EC%84%9C%EB%B9%84%EC%8A%A4/id1457294624
고고엑스라는 어플입니당! 
---------------------------------------------------------------------------------------------------------
제가 영상 찍고 여러분들의 댓글로 질문도 받고 하다보니 더 알아보게 되었는데요...
영상에서 설명드린 '최우선변제권'이라는 용어는 법정용어가 아닌 실무상의 용어라고 합니다!
제가 정의로 말씀드린 건 '우선변제권'의 조건이고요.
최우선변제권의 적용은 한도액에 관한 적용이라고 생각하심 됩니다.

근데 우리가 변호사 or 부동산 중개인 될 것 아니기에 용어까지 세세히 알기보다 어떻게하면 내 
보증금을 보호받을 수가 있는지 알아보는게 중요할 것 같은데요!
앞서 말씀드린대로 전입신고/점유(실거주)/확정일자 조건을 완료하여 '우선변제권'을 확보해 두는 것이 중요하구요! 
그치만 우리가 최우선변제 받을 수 있는 금액이 건물마다 다르기에 그 점을 확인해 보시는 것이 중요합니다.
최우선변제 받을 수 있는 금액의 법정 적용은 내가 계약하는 시점의 법적용이 아닌 그 해당 건물의 첫 담보가 잡힌 시점의 법을 적용한다고 합니다. 해당 부분에 대해서는 전문적인 지식인 또는 관공서의 도움을 받아보심 좋을 것 같습니다.
다만, 서울 기준 보증금 700만원 이하는 1990년대 기준으로 적용해도 보호받을 수 있는 금액이니 안전하다고 볼 수 있습니다^^"
자취방구하기,WcanNB_AJ7w,YUHARU#26 | 서울에서 방구하기 왜이렇게 어렵죠? / 신촌 원룸 월세 / 오늘도 방 10개 봤다... / 이제 큰방 보여 줄 때 됐잖아 / 과잠 언박싱,"['방구하기', '원룸', '월세', '원룸구하기', '자취방', '자취브이로그', '신촌', '이대', '과잠']",https://i.ytimg.com/vi/WcanNB_AJ7w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmqf2jFwWKaDkdDH_TZY5nJgwfOA,"서울에서 방구하기 참 어렵네요...
오늘은 서울에서 방 구하는 브이로그 2탄을 가져왔습니다
영상 재미있게 봐주세요

instagram | @flot_parang

#신촌원룸#자취방구하기#원룸구하기"
자취방구하기,LxhQ1YBkdeM,집주인 상대로 흥정하는 방법 / 자취방 구하기 EP.21,"['원룸', '자취', '원룸 구하기 팁', '방 구하기', '원룸 구하는 팁', '자취 비용', '원룸 월세', '월세', '전세', '임대료']",https://i.ytimg.com/vi/LxhQ1YBkdeM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDyJMwzrZOpcFbY35saPsaONJGlTA,
자취방구하기,uyp-0d0prrA,[부동산의 정석] 자취생 필수체크! 이것만 알면 나도 자취방 구하기 전문가!,"['부동산', '부동산상담', '부동산재테크', '아파트', '오피스텔', '다세대', '다가구', '빌라', '다세대주택', '김제민', '황태연', '더리치에셋', '한국경제tv', '경제tv', '팍스경제tv', '대한민국부동산', '부동산경기', '전망', '향후전망', '부동산전망', '부동산경제', '1가구2주택', '부동산전문가', '서울', '경기도', '서울권', '경기도권', '신혼집', '내집마련', '2030서울플랜', '100세시대', '은퇴설계', '강남부동산', '부동산매매', '뉴스부동산', '부동산매물', '부동산빌라', '집 매매', '부동산 아파트 매매', '빌라부동산', '아파트가격', '서울아파트매매', '부동산아파트', '주택매매', '부동산매물정보', '부동산시세', '부동산시세 아파트', '부동산정보', '아파트 전망', '부동산 거래', '아파트시세', '아파트 부동산', '부동산 시세 정보', '부동산주식', '쇼킹부동산', '부동산 읽어주는 남자', '박병찬의 부자병법', '정창래의부동산 성공투자', '부동산 비밀노트', '전은성의 부동산투자 쉽게하기', '이승훈부동산연구소', '차동백부동산경제연구소', '한정훈의 부동산 부자공식', '자취', '자취생', '원룸', '투룸', '전세', '월세', '계약서', '가계약', '전입신고', '자취방', '1인가구']",https://i.ytimg.com/vi/uyp-0d0prrA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDnWGDhIkyN7xi-AEKY7HtpKYIYGA,"♬ 더리치에셋 유튜브 구독하시면 다양한 영상을 시청하실 수 있습니다.

▷ 유튜브 구독하기 : https://www.youtube.com/channel/UCAyhkN-EaRZ_qT0la332Vxg?view_as=subscriber%3F?sub_confirmation=1

♬1:1 상담 문의 02)569-0888

▷ 더리치에셋 홈페이지 http://therich-asset.com"
자취방구하기,LIhly9ZROLo,[Vlog] 서울에서 집 구하기/ 현실 집 구하기 브이로그/ 첫 자취/ 집 구하기/ 써브웨이 샌드위치/ 신림동 원룸 / 월세 40만원 집 구하기,"['브이로그', 'vlog', '집구하기', '원룸', '자취', '신림동', '신림동원룸', '서울집구하기']",https://i.ytimg.com/vi/LIhly9ZROLo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCRHMhL6hOMG7hsi8EoAT4GI5MKnw,"#브이로그 #Vlog #원룸 #신림동원룸 #집구하기 #자취 #신림동 

나 자취한다 오승한 팀장님께 직접 연락드렸는데 40으로 분리형은 솔직히 생각도 못했는데 치안이랑 위치 다 신경 써주시고 리모델링 해서 깔끔한 집으로 보여주셔서 탈 없이 계약 했습니다☺️☺️

+ 촬영 동의를 구하고 촬영을 진행했습니다."
자취방구하기,EJ6lSJwMnmE,자취방구경 -11- l 집 구하기 전에 내가 이 영상을 봤어야 했는데.... l 수원 광교 편,"['랜선집들이', '자취방구경', '광교오피스텔']",https://i.ytimg.com/vi/EJ6lSJwMnmE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDU2w99Y0Tg96Rd7tMzcwSOlQywLQ,"내가 집 구하기 전에 이 영상을 봤어야했는데.. 퍄퍄
출연문의 & 러브레터 : jungsungkwon@gmail.com
@kimeptony
.
.
.
.
#랜선집들이 #자취방구경 #광교오피스텔"
자취방구하기,NtF9Ddsh4Zo,강남에서 손쉽게 원룸 구하는 방법 🏠 허위매물에 속지 마세요ㅣ구인구집 EP.3-1,"['강남', '인테리어', 'diy', '자취', '오피스텔', '이케아', '방꾸미기', '자취방', '슬리피', '셀프인테리어', 'interior', '집구하기', '원룸', '투룸', '복층', 'room tour', '룸투어', '마켓비', '직방', '논현', '역삼', '세피아', '원룸구하기', '랜선집들이', '구인구집']",https://i.ytimg.com/vi/NtF9Ddsh4Zo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAywTnbGj2HJ-FpavWnepGSufSaBA,"👩‍🦱 변기만 보는 학쌩은 난생 처음 봐아아~ 참 별나다니깐??^^*
근데 회사는..... 이제 어쩔라구.....??;;
👉 다음 편 보러가기 https://youtu.be/X6UGfflJIPw 👈

#강남 #자취 #슬리피 #구인구집 #원룸  

--
인스타그램
https://www.instagram.com/9in9zip/

광고 및 제휴 문의
9in9zip@blankcorp.kr"
자취방구하기,WtX3nZSg_wg,부산대 오피스텔 월세_원룸 구하기_투룸구하기_자취방 구하기 1탄_ 장전동 오피스텔(삼정그린코아 현대성우오스타 sk허브스카이 금정라움)_원룸 구하기_투룸 구하기,"['부산대 오피스텔', '장전동 오피스텔', '금정라움', 'sk허브스카이', '부산 오피스텔', '현대성우오스타', '온천장역 삼정그린코아', '오피스텔 월세', '오피스텔 매매', '오피스텔 전세', '원룸 월세', '원룸 구하기', '부산 원룸', '부산 투룸', '투룸 전세', '원룸 매매', '투룸 구하기', '오피스텔 구하기', '오피스텔 분양', '부산대', '부산대 원룸', '부산대 투룸', '부산 룸투어', '원룸 룸투어', '투룸 룸투어', '자취방 구하기', '부산 자취방', '자취', '독립', '수익형 부동산']",https://i.ytimg.com/vi/WtX3nZSg_wg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCgctp9MKc4eF97dMEFDr0tLwCeJQ,"부산 오피스텔 매매 금액 및 월세 
부산대 인근에는 원룸들이 아주 많지만
일단 오늘은 살짝 걸어서 갈수 있는 오피스텔 시리즈 입니다.

00:34 현대성우오스타 오피스텔 매매가 및 월세 실내리뷰
02:50 온천장역 삼정그린코아 오피스텔 매매가 및 월세 실내리뷰
04:28 sk허브스카이 오피스텔 103동 매매가 및 월세 실내리뷰
06:12 금정라움 오피스텔 매매가 및 월세 실내리뷰

#오피스텔 #원룸 #투룸

감사합니다. 
구독과 좋아요 좀 눌러주세요
구독자 집착남 부식이 올림"
자취방구하기,ffP7xuenWrQ,해운대마린시티원룸전세,"['해운대원룸전세', '마린시티원룸 전세', '해운대오피스텔', '마린시티오피스텔', '카이저빌']",https://i.ytimg.com/vi/ffP7xuenWrQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDi6r6uGmRKBvzvDjfEQwJ5AKlZhA,
자취방구하기,dydvdJ_oUjA,"원룸 구하기 [부동산vs다방,직방vs온라인(피터팬)] / 자취생활꿀팁 #3. 집 구하기(2/3)","['원룸구하기', '자취구하기', '집구하기', '부동산', '다방', '직방', '피터팬의좋은방구하기', '자취', '자취꿀팁', '자취생활꿀팁', '자취왕', '자취왕태로', '태로', '인테리어', 'DIY']",https://i.ytimg.com/vi/dydvdJ_oUjA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNw14cEWB_bDm1YoMDSXqtUHeReg,"부동산
어플[다방,직방]
온라인[피터팬의좋은방구하기등]

과연 어디가 가장 좋을까요?

영상으로 확인해주세요!"
대학생자취방꾸미기,Y1Hf_DP8Uzw,"(sub) ROOM TOUR | 3평 자취방 룸투어, 자칭 자취 고수의 꿀템 대방출(?), 대학생 인테리어, 이케아 추천템, 오늘의 집, 원형테이블, 랜선 집들이","['인테리어', '작은 자취방', '커튼', '러그', '부산', '자취방', '브이로그', '망입지', '무아스', '로지텍', '무선키보드', '대학생인테리어', '랜선 집들이', '토퍼', '침대스커트', '수납', '수납인테리어', '자취꿀템', '삶의 질 상승', '추천', '자취', '자취생', '여대생', '부산대', '부산대 원룸', '원룸', '투룸', '5평', '4평', '아치형 전신거울', '전신거울', '인테리어브이로그', '룸투어', '상판', '시트지', '자주', '모던하우스', '이케아 추천', '포스터샵', '부산 원룸촌', '부산대 자취방', '코르텍', '보만 요거트 메인커', '틈새 수납장', '수납장', '좁은 방꾸미기', '집꾸미기', '오늘의집 꾸미기', '인스타 감성 집 꾸미기', '감성 인테리어', '인스타 감성 방', '인스타 감성 룸투어', '바이오 크린콜', '트롤리', '이케아 트롤리', '자취 꿀템', '감성 방꾸미기', '감성 좁은 방 꾸미기', '3평 방', '3평 방꾸미기']",https://i.ytimg.com/vi/Y1Hf_DP8Uzw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDijvbpzaz_VPcw4ffCHNZa58Gcvw,"안녕하세요 무딘이에요! 오늘은 룸투어 영상으로 찾아왔습니당! 여러분이 자취방 인테리어 영상을 좋아해주셔서 조금 더 자세히 집을 소개하면 좋을 것 같아 찍어보았어용 히히
이래봬도 제가 3년차 자취생이라서 나름 자취 고수 아닙니까 후후.. 재미는 없어도 좋은 자취 꿀템 정보 하나라도 얻어가시길 바래봅니당....
영상에 나오는 제품 정보나 가구 정보는 조금 있다가 더 자세하게 기입해둘게요! 링크 찾기 넘나 힘든 것..ㅠ
Hello, I'm Moody! I'm back with a room tour video today! I took it because I thought it would be good to introduce the house in more detail since you guys like the interior video of the house.
I've been living alone for three years, so I'm a master of living alone haha I hope you get some good information, even if it's not fun.
I'll write down the product information and furniture in more detail later!

- 와플기계 : 쿠팡 홈플래닛 와플 메이커
- 틈새수납장 : 쿠팡 코멧 3단 이동식 틈새 선반
- 부엌수납장 : https://www.coupang.com/vp/products/63494366?isAddedCart=
- 부엌 그릇 정리대 : 쿠팡 유니크원 길이조절 선반 싱크대상하부장선반 그릇정리대
- 식기건조대 : 모던하우스 구매
- 원형테이블 : 지엠퍼니처 800 https://ozip.me/3MQHczH
- 투명의자 : https://ozip.me/4mTibHY
- 메인 나무 의자 : https://ozip.me/Zjekptd
- 나무선반 : 먼데이 하우스 제품 (오늘의 집)
- 달력 : https://ozip.me/QcqMuMJ
- 규조토 : 달팽이 리빙 (쿠팡, 오늘의집 모두 구매 가능)
- 쉬폰커튼 : 모던하우스 구매
- 러그 : https://ozip.me/KZNLdn6 웜베이지
- 주방 레이스  : 이케아 
- 주방 체크 커튼 : 쿠팡 https://www.coupang.com/vp/products/1685721760?isAddedCart=
- 주방걸이 : 쿠팡, 부착식 주방 조리도구 걸이
- 흰 시트지 : 네이버 퀸하우징
- 불투명 망입 시트지 : 네이버 썬나노 
- 곰돌이 그릇,  옷걸이 행거 : 네이버 오르나레 https://shopping.naver.com/living/homeliving/stores/101008301 
- 이불 : https://ohou.se/productions/336837/selling
- 포스터 : https://ohou.se/productions/690535/selling 
- 거울 : JBY 아치형 전신 거울
프레임 받침대 색깔: 실버 / 크기별: 600x18
- 거울앞 털러그 : 네이버 위마켓 스토어


브금 정보
- Music by AJ Abdullah - Do You Hear The Thunder? - https://thmatc.co/?l=C4D1633C
- Music by Rytas  - 2016 - https://thmatc.co/?l=A4066937
- Music by Reed Gaines - Don't Stay Quiet - https://thmatc.co/?l=F419B778
- Music by Ebony Loren - Mine - https://thmatc.co/?l=692C4B94
-Music by Alexis Rice - Penny - https://thmatc.co/?l=CD99D380
- Music by Lukae - When I'm With You - https://thmatc.co/?l=71028045

► Music by  @RYYZN - Out in the City  : https://soundcloud.com/ryyzn/out-in-t...
► RYYZN - Out in the City [NCS BEST OF]: https://youtu.be/VRtNsrFdDlU

Song: Dylan Emmet - Some Things Don't Change
Link: https://youtu.be/kgLDlh45fbI
Music promoted by FreeMusicWave.
Download : https://www.toneden.io/byebyecopyrigh...
𝑴𝒖𝒔𝒊𝒄 𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 : https://youtu.be/pow3IFAemK8

#roomtour #룸투어 #vlog #자취방인테리어"
